# icr-intercell gene name dictionary v0.2
#
# jamesc@icr.ac.uk, 13th May 2014
#
# This file is used as a dictionary to standardise gene names in different data sets
# Cell line names found in the first column (alias) should be converted to those
# given in the second column (gene_name).
#
# Gene name information was extracted from columns 4 and 7 in the file:
# 	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/GENE_INFO/Mammalia/Homo_sapiens.gene_info.gz
#
# This version contains 102615 alia for 47634 distinct gene names
#
# Changes: 
#   changed HGF\tSOS1 to HGF\tHGF
#	changed APC\tPROC to APC\APC
# need to address the issue of an official gene name being an alias for another gene...
#
#alias	gene_name
DDC8	TIMP2
AD14	AD14
NOP16	NOP16
BW12	BW12
LOC101929477	LOC101929477
NFX2	NFX1
FBXL3A	FBXL3
hOSA1	ARID1A
LEP1	LCE1A
CLR11.2	NLRP14
SMGP21	RAP1A
EIF5A2	EIF5A2
HPRG	HRG
FIGC	KCMF1
DLX6-AS2	DLX6-AS2
C1DELq21	DEL1Q21
TRNAY2	TRNAY2
LOC101928838	LOC101928838
ATP5F1P7	ATP5F1P7
CNTNAP	CNTNAP1
LOC102724668	LOC102724668
NPM1P20	NPM1P20
ZNF269	ZNF234
KRT18L4	KRT18P14
CTES6	CST13P
Nbla10300	DOCK10
QCR9	UQCR10
Tasp	HTRA3
MIRN581	MIR581
EFE2	TAZ
MDM20	NAA25
SLIRP	SLIRP
IREM-2	CD300E
MIR24-1	MIR24-1
RFPL3-AS1	RFPL3S
CRLF1	CRLF1
RPL9P26	RPL9P26
PRAMEF3L	PRAMEF22
SCNED	SCNN1D
KIR4.1	KCNJ10
LINC00561	LINC00561
GAPDHP41	GAPDHP41
C8orf22	C8orf22
PYCR1	PYCR1
LOC100289650	LOC100289650
CALC	MICU1
IGO1	IGKV1OR2-108
CDK5R2	CDK5R2
CB2	CNR2
WAS	WAS
PNCA4	BRCA1
MIR6820	MIR6820
CCBL2	CCBL2
C5orf34	C5orf34
C7orf65	C7orf65
HF.10	ZNF35
SSFA1	NHP2L1
WDR42A	DCAF8
sperm-NHE	SLC9C1
2F1	KLRG1
EQTN	EQTN
MPD4	FLNC
FBCG2	COL11A2
DAPK2	DAPK2
HLDA2	PHLDA2
cTnI	TNNI3
CENPA	CENPA
CDH6	CDH6
LOC285778	LOC285778
FIBL6	HMCN1
RPL10AP9	RPL10AP9
SKRP1	DUSP19
MOBKL1BP1	MOB1AP1
PDI4	PADI4
SCARNA11	SCARNA11
DND1P1	DND1P1
KIR6.2	KCNJ11
MIP-2A	TRAPPC2P1
CCDC127	CCDC127
SDCCAG1	NEMF
N214	NUP214
C1orf163	COA7
M41	DSCAM-AS1
MIR376B	MIR376B
DIL-2	TPX2
LNCR5	LNCR5
PCH2B	TSEN2
SCYB6	CXCL6
RINT-1	RINT1
PRPF5	DDX46
OSCP	ITGBL1
BSF3	CLCF1
PGAD	PHGDH
CENPN	CENPN
LOC100420569	LOC100420569
UGT1A6	UGT1A6
VN1R37P	VN1R37P
SKR4	TGFBR1
Sgo1	SGOL1
C16orf88	KNOP1
CASC2	CASC2
DSPB1	TUSC5
LOC389249	LOC389249
BCL8A	NBEAP1
IMD18	CD3E
HYPM	CXorf27
PPP1R26	PPP1R26
DKC1	DKC1
FXYD4	FXYD4
NEXN-AS1	NEXN-AS1
OR912-91	OR5D2P
NSUN5P1	NSUN5P1
WISP1tc	WISP1
SLEB1	SLEB1
dJ193B12.5	HCG13P
KP78	MARK3
bA55K22.3	SLC35D3
UBD	UBD
LIAR	ANKRD54
IQCB1P1	IQCB2P
RN5S281	RNA5SP281
S100A1	S100A1
LOC646890	LOC646890
PP102	PTGES
TMSB4XP2	TMSB4XP2
DGA2	AWAT1
TNRC8	CASK
UBBP3	UBBP3
PTP-TD14	PTPN23
NAGS	NAGS
NKEF-B	PRDX2
HBP2	BBX
PRICKLE2-AS3	PRICKLE2-AS3
hNAT5	NAA50
RPS19P1	RPS19P1
LOC101928952	LOC101928952
MLEMP	OTOG
KAZA2	KAZA2
2210413P10Rik	VSIG2
OST004	OR8D1
DAPPER3	DACT3
LINC00462	LINC00462
ASDP	ASDP
MIR128A	MIR128-1
CCDC30	CCDC30
CCT6P3	CCT6P3
TAGAP1	TAGAP
RPL11P4	RPL11P4
LOC100418566	LOC100418566
S100A8	S100A8
LOC100129427	LOC100129427
LOC574080	LOC574080
HSP70-1B	HSPA1B
UROS	UROS
PTPG	PTPRG
LOC100131809	LOC100131809
LOC101929655	LOC101929655
TCS1	TERT
CDBII	CDB2
PC3-96	ATG3
GASP5	ARMCX5
P47	NSFL1C
HDL3	HDL3
CLUHP2	CLUHP2
MRPS30	MRPS30
LOC494141	LOC494141
LOC101926905	LOC101926905
ABHD17AP5	ABHD17AP5
C10orf130	CC2D2B
KRTAP21-2	KRTAP21-2
TRBV77	TRBV7-7
OR2T11	OR2T11
5PTase	INPP5B
PLOSL	TYROBP
MRP-L54	MRPL54
CELIAC7	CELIAC7
GDPD1	GDPD1
PRR14	PRR14
PS1TP2	GPR126
VIK-1	ZNF655
HBII-135	SNORD65
ADAMTS7P1	ADAMTS7P1
OSAP	MGARP
IFT70	TTC30B
dJ182D15.1	LINC00574
PABPC4L	PABPC4L
DJ858B16	PISD
SNRNP220	PRPF8
MATE2-K	SLC47A2
C6orf160	SNHG5
PPR3	PPR3
KIAA0252	RTF1
LOC102723415	LOC102723415
HIST1H4K	HIST1H4K
PCH8	CHMP1A
RPL21P27	RPL21P27
CICP10	CICP10
GABPA	GABPA
POLR2KP1	POLR2KP1
ZDHHC20P1	ZDHHC20P1
NKX2.4	NKX2-4
hsa-mir-1273h	MIR1273H
MIR520F	MIR520F
TRAPPC3L	TRAPPC3L
POLB	POLG2
TRNAE-CUC	TRNAE-CUC
LOC102723864	LOC102723864
NEBL-AS1	NEBL-AS1
MIR325HG	MIR325HG
KA2	GRIK5
TIVAMP	VAMP7
RPS23_3_930	RPS23P1
SP-22	PRDX3
VPS8	VPS8
PRKCB1	PRKCB
LSS	LSS
HXMA	ACSM2B
HSPG	SDC2
C2orf19	KLHL30-AS1
FRA2K	FRA2K
LINC00861	LINC00861
UBA80	RPS27A
IGKV2-30	IGKV2-30
ZBTB14	ZBTB14
CREBL2	CREBL2
NCRNA00243	LINC00243
KCNQ1DN	KCNQ1DN
LINC00519	LINC00519
ARGM1	TMEM235
SY14	CCL14
HRF20	CD59
CACNA2D3	CACNA2D3
MIR6069	MIR6069
GALNACT20	GALNTL6
MARK	MARK1
LOC101927826	LOC101927826
DRD5P1	DRD5P1
H3.1	HIST1H3E
LOC101927150	LOC101927150
DLEC1P1	DLEC1P1
SUCLG1	SUCLG1
RPS29_12_897	RPS29P2
DDDD	SMDT1
VN1R31P	VN1R31P
TCF6L2	TFAM
PR52	PPP2R2C
OR51I1	OR51I1
ST1	SDCBP
EXIP	MAPK14
YWHAZP7	YWHAZP7
XPF	ERCC4
C9orf106	C9orf106
CXorf4	MED14
ACINUS	ACIN1
hsa-mir-6893	MIR6893
LCCS2	ERBB3
GY2	GNB1L
MIR449A	MIR449A
LOC100422150	LOC100422150
CD11B	ITGAM
LINC00084	NEAT1
LINC00319	LINC00319
LOC729224	LOC729224
LOC100129406	LOC100129406
PDPN	PDPN
COX7A2P2	COX7A2P2
TMEM34	TMEM184C
EGFL3	MEGF6
PLCXD1	PLCXD1
GFM2	GFM2
VHLP	VHLL
Fbx46	FBXO46
MIRN611	MIR611
SCYC2	XCL2
LOC101927559	LOC101927559
LOC100505912	LOC100505912
RPL7P33	RPL7P33
HNFJ	UMOD
SIGIRR	SIGIRR
EPVH	PIN4
DP4	TFDP3
RBM22P1	RBM22P1
C2orf90	C2orf90
ACSS1	ACSS1
minichain	CTSH
IL1RAPL2	IL1RAPL2
GRD4	CTLA4
CDCA4P2	CDCA4P2
TSG10	TSG101
HNF1A	HNF1A
MIRN572	MIR572
EDA-A1	EDA
LOC100420446	LOC100420446
ATP5J2P5	ATP5J2P5
MRT21	MRT17
RAGEF2	RAPGEF6
B17	DONSON
SFPQP	SFPQP1
DEPDC1A	DEPDC1
LOC101927187	LOC101927187
SNHG20	SNHG20
D6S1101	DST
SCM1	XCL1
BS-17	CAST
LOC100421385	LOC100421385
LOC283194	LOC283194
LOC101243545	LOC101243545
RPS6_2_432	RPS6P4
LOC101928257	LOC101928257
MBDIN	GPN1
TGFB1I4	TSC22D1
CCR8	CCR8
LOC100507520	LOC100507520
LRRC52	LRRC52
RN5S275	RNA5SP275
MIR4425	MIR4425
RPL7AP5	RPL7AP5
CC2D2A	CC2D2A
CGI-48	UTP18
MIR487B	MIR487B
RPL23A_15_341	RPL23AP39
MIR636	MIR636
RN5S194	RNA5SP194
LOC100288008	LOC100288008
HSD-1	SPAG8
N4BP2L2-IT1	MINOS1P1
ACA9	SNORA9
RSPH16A	DNAJB13
24b2	STAC2
EPHXRP	EPHX4
PLCG2	PLCG2
C9orf151	DNLZ
IGKV3-15	IGKV3-15
CAPN13	CAPN13
MX	MX1
hsa-mir-1321	MIR1321
DRHC	HELZ
CCDC140	CCDC140
NCS1	NCS1
CRAM-B	CCRL2
MTND1P2	MTND1P2
CYP26C1	CYP26C1
TGH	CES1
LYN	LYN
MART2	HHAT
LOC101929855	LOC101929855
LOC728099	LOC728099
DEFB109P1B	DEFB109P1B
UKR1	COASY
ELK1	KCNH8
PCDH11Y	PCDH11Y
UBX1	NSFL1C
LOC100128239	LOC100128239
FAM197Y1	FAM197Y1
ZNF491	ZNF491
LOC285505	LOC285505
RPS20_17_1430	RPS20P34
PPAN-P2RY11	PPAN-P2RY11
TAS2R55	TAS2R42
PRIL16	IL16
H1FNT	H1FNT
C11orf90	VSTM5
LILRB1	LILRB1
MIR523	MIR523
BLACAT1	BLACAT1
RPS11P7	RPS11P7
BEND2	BEND2
SP-C	SFTPC
NUCB2	NUCB2
PPP1CD	PPP1CB
CORS1	INPP5E
RPL6P21	RPL6P21
RBMY3AP	RBMY3AP
LINC01190	PCAT19
RPL32P33	RPL32P33
p56DOK	DOK2
LOC100996579	LOC100996579
LOC101927006	LOC101927006
JP-45	JSRP1
IGLL2	IGLL2P
NT3	SORT1
SFT2D3	SFT2D3
hsa-mir-1233	MIR1233-1
PERM1	PERM1
LOC101927780	LOC101927780
GSGL541	SFTA2
CLEC14A	CLEC14A
LOC101929435	LOC101929435
DFNA50	MIR96
DNCL1B	DYNLL2
TFQTL2	HFE
HNF1LA	HMBOX1
RNU1-151	RNVU1-3
LOC101928446	LOC101928446
TIMM10	TIMM10
HIF1AP1	HIF1AP1
NUTF2P4	NUTF2P4
D030011N01Rik	HDX
LOC100508631	LOC100508631
RPS3AP25	RPS3AP25
SEC3L1	EXOC1
RCNC2	CNGB1
LOC100131829	LOC100131829
PPIP1	PPIAP11
COL4A4	COL4A4
TPP1	ACD
PKU1	PAH
RPS3AP	RPS3AP1
HCP35	CYCSP35
CD195	CCR5
SARG	C1orf116
NQO1	NQO1
GPR106	RXFP2
ZSCAN2	ZSCAN2
LOC100418644	LOC100418644
SEC24C	SEC24C
SSAO	AOC3
MIRN890	MIR890
DAGK	DGKQ
FAM33A	SKA2
IGHVIII82	IGHVIII-82
PIRC9	PIRC9
TAF5LP1	TAF5LP1
MAPKAP-K2	MAPKAPK2
RN5S515	RNA5SP515
PPP1R60	CDC25C
HCN2	HCN2
COXIV-2	COX4I2
EFHB	EFHB
LOC101929040	LOC101929040
CDC31	CETN3
CT45.2	CT45A2
CCTG	CCT3
MIR4262	MIR4262
BRCC1	NARG2
MIR4769	MIR4769
FPSL4	FDPSP4
NORF1	UPF1
U7.78	RNU7-78P
Iigp5	IRGC
STK22E	TSSK4
MORF4LP2	MORF4L1P2
LINC00602	LINC00602
Spc98	TUBGCP3
EIF4G	EIF4G1
ORMDL2	ORMDL2
SSAT-1	SAT1
SMADIP1	ZEB2
C12orf37	LINC00615
CCHL1A2	CACNA1D
PSAT1	PSAT1
hsa-mir-1912	MIR1912
IFNG	IFNG
ASAP	MAP9
C1orf98	LINC00862
TGM6	TGM6
KRTAP9.6	KRTAP9-6
ZNF773	ZNF773
HBII-296a	SNORD91A
TRIM75	TRIM75P
EMD	EMD
OST044	OR1J2
C14orf137	OTUB2
CMD1LL	PRDM16
HMGN1P24	HMGN1P24
TP53INP1	TP53INP1
LOC646030	LOC646030
LOC440981	LOC440981
MACF	MACF1
MRP-2B	CCL15
ZNF300	ZNF300
TIGD1L2	GVQW1
MIR26A2	MIR26A2
MISR2	AMHR2
RNU5E-4P	RNU5E-4P
VDAC1P2	VDAC1P2
RNU83B	SNORD83B
CENTA2	ADAP2
LOC101930561	LOC101930561
FGF2	FGF13
HSPDP1	HSPD1P3
PRO9904	EPGN
SNORA74B	SNORA74B
PHYHIPL	PHYHIPL
LOC728084	LOC728084
DDX6	DDX6
PSMD7L	PSMD7P1
LOC101927446	LOC101927446
URE-B1	HUWE1
HFTC	GALNT3
RPL6_6_412	RPL6P9
C15orf53	C15orf53
FEM1AP2	FEM1AP2
PTPU2	PTPRU
ZNF313	RNF114
PIRC5	PIRC5
OAR	OA3
LOC101060106	LOC101060106
CCT6-3P	CCT6P3
MECT1	CRTC1
KNSL3	KIF25
FAM90A18P	FAM90A18P
AKAP9	AKAP9
U6	RNU6-1
GRO1	CXCL1
IGHV7-34-1	IGHV7-34-1
RPS8_2_374	RPS8P5
ATPB-3	ATP1B3
SLC20A1	SLC20A1
C1orf62	AKNAD1
FAM108A2	ABHD17AP1
SAPK1b	MAPK10
IL-4RA	IL4R
MRPS23	MRPS23
MST149	MXD4
PPP1R58	DLG2
HNRNPA1P20	HNRNPA1P20
SPOGA1	TSSK1A
TRNAM-CAU	TRNAM-CAU
U17HG-A	SNHG3
LOC101927594	LOC101927594
HEK12	EPHA6
DNCL2A	DYNLRB1
HSP90Ae	HSP90AA5P
CX32	GJB1
RN5S399	RNA5SP399
CHK2	CHEK2
LINC00510	MIR205HG
LOC101929564	LOC101929564
AGT-1	SLC7A13
ABHD3	ABHD3
PEMPT	PEMT
RNU1-127	RNVU1-17
H4/k	HIST1H4L
RPL21P80	RPL21P80
LOC102723788	LOC102723788
LOC101928278	LOC101928278
IMD6	AGMX2
XTP11	FAM46A
ZNF355P	ZNF355P
LOC728287	LOC728287
PDNP1	ENPP1
LOC102724804	LOC102724804
brn-2	POU3F2
OZZ	NEURL2
C21orf43	JAM2
bA64J21.1	ENOX1
SNHG17	SNHG17
LOC102723791	LOC102723791
MSTP109	PARP12
LINC00458	LINC00458
REPA2	RPA2
DCP2	DCP2
KAP16.1	KRTAP16-1
MTAC2D1	TC2N
RPL18	RPL18
HNRNPM4	HNRNPM
LULL1	TOR1AIP2
MIR6499	MIR6499
24b2/STAC2	STAC2
C1D	C1D
U104	SNORD104
SNHG8	SNHG8
MASP-2	MASP2
HAGE	DDX43
LOC100420066	LOC100420066
VENTXP6	VENTXP6
TRAM	TICAM2
LOC102723764	LOC102723764
RNA5SP141	RNA5SP141
RNF18	TRIM49
SPE-39	VIPAS39
LOC102723812	LOC102723812
RPS21_4_1681	RPS21P7
BW27	BW27
BTBD25	BACH2
NR2F1-AS1	NR2F1-AS1
LOC102725215	LOC102725215
V3-1P	IGLV7-35
hHBrk1	BRK1
SBP-1	HMGB1
LK4	CERK
DUT	DUT
HOX-2.6	HOXB4
LY6H	LY6H
CD349	FZD9
OR11-183	OR8J1
FALDH	ALDH3A2
RAP74	GTF2F1
LINC00052	LINC00052
EDEM1	EDEM1
COL6A4P1	COL6A4P1
SPERIZIN	ZNRF4
mCD84	CD84
NCRNA00032	LINC00032
LOC100507053	LOC100507053
SSXP4	SSXP4
LOC102724442	LOC102724442
MEKK6	MAP3K6
P4501B1	CYP1B1
ZNF280B	ZNF280B
MCCRP	TUBGCP6
CTAP-III	PPBP
RPS23P10	RPS23P10
KCNA5	KCNA5
FAM86EP	FAM86EP
SERAC1	SERAC1
HBAC1	ADCY8
NES1	KLK10
CD157	BST1
HGpMiV	GYPA
TNRC6C	TNRC6C
CCDC144NL	CCDC144NL
Spalpha	CD5L
LINC01208	LINC01208
BMK1	MAPK7
RAB13	RAB13
LOC101928286	LOC101928286
C12orf53	PIANP
LOC283693	LOC283693
MTS1	SAI1
COX6B2	COX6B2
MIR664B	MIR664B
vU1.6	RNVU1-6
BA775A3.1	ZNF37C
MBNL	MBNL1
TRIM10	TRIM10
KCTD19	KCTD19
LOC100419721	LOC100419721
SCYB4V1	PF4V1
SOCS5P4	SOCS5P4
RES425	NOP14
LOC102725012	LOC102725012
TARC	CCL17
p619	HERC1
hNKR-P1A	KLRB1
MSPL3	MST1P2
INNFD	NALCN
UBA2	UBA2
SUGP2	SUGP2
BAG-5	BAG5
CIN	PDXP
LOC100500934	LOC100500934
RPSAP12	RPSAP12
IDAS	MCIDAS
C13orf22	USPL1
LOC100418578	LOC100418578
T-plastin	PLS3
HEXIM2	HEXIM2
NER-I	NR1H2
LOC100419795	LOC100419795
D320	MIA3
SFRS7	SRSF7
ARHGEF33	ARHGEF33
LOC101928269	LOC101928269
P450C2C	CYP2C19
IGFL3	IGFL3
C9orf14	LINC00032
IFNWP2	IFNWP2
MIR324	MIR324
USP9YP3	USP9YP3
GBP3	ATL1
WDR5	WDR5
MIR518C	MIR518C
MYO7A	MYO7A
BTEB5	KLF14
LOC100289037	LOC100289037
Z30	SNORD7
CTAK1	MARK3
GLUT10	SLC2A10
TMA16P1	TMA16P1
HMGXB1	HMG20A
PURAQTL1	PURAQTL1
TCRBJ2S6	TRBJ2-6
LOC100421437	LOC100421437
GOLGA6L13P	GOLGA6L13P
ILVBL	ILVBL
DHPRP2	DPYSL2
IFNGR1	IFNGR1
HUMPPA	CDR2L
CN-IB	NT5C1B
SCDO3	LFNG
NOL9	NOL9
SNAR-A53102747	SNAR-A12
PRKM7	MAPK7
OR2M1	OR2M1P
LPAP	ACP6
NHSL1	NHSL1
CDSIGN	CD209
DGCR12	DGCR12
UNPH-2	USP15
ORAI2	ORAI2
hsa-mir-523	MIR523
DUBA7	OTUD1
SCA14	PRKCG
NET43	NAT10
RPS18P8	RPS18P8
DTHD1	DTHD1
LOC100419777	LOC100419777
WWTR1	WWTR1
EPC-1	SERPINF1
COBL	COBL
LOC101927417	LOC101927417
MIR6083	MIR6083
RPL24P7	RPL24P7
AVSD1	AVSD1
ZNF286L	ZNF286B
HLA-DRB1	HLA-DRB1
FOXN1	FOXN1
TRLT	RELT
OR11-50	OR52L1
RPL41	RPL41
LOC101928338	LOC101928338
FAT-J	FAT4
L24mt	MRPL24
ARHGAP6	ARHGAP6
MAPKAPK1B	RPS6KA3
SCEH	ECHS1
pa	PRH2
CK-8	KRT8
ST3GAL3	ST3GAL3
APOJ	CLU
DEL11q13	OTDD
RPLP1P12	RPLP1P12
LOC101928106	LOC101928106
RPS14P7	RPS14P7
SNX1	SNX1
TAR1	TAAR1
UEV1A	UBE2V1
NIDDM1	CAPN10
CMRF-35-H9	CD300A
SINGAR1	RUFY3
tagL-alpha	PGLYRP2
LOC100507387	LOC100507387
RPL31P60	RPL31P60
ELF5	ELF5
CRIPTO	TDGF1P3
HAUS8P1	HAUS8P1
ADP	WDTC1
Orf4	CTTNBP2
L37	RPL37
ZFR	ZFR
THIK-1	KCNK13
DAOA	DAOA
RAB8	RAB8A
LOC102723470	LOC102723470
YME1L2	YME1L1P1
LOC100653137	LOC100653137
KCNB1	KCNB1
dJ501N12.1	LRRC16A
cGK 1	PRKG1
P2Y12	P2RY12
CENP-O	CENPO
EEF1AL3	EEF1A1P5
Gie1	ARL8B
RNU7-132P	RNU7-4P
LOC101928929	LOC101928929
CSD3	TGFBI
PLC148	PLCG1
CCYC	RAD17
LINC00298	LINC00298
TMEM150A	TMEM150A
FAM25G	FAM25G
ECHDC2	ECHDC2
ZFP69A	ZFP69
ORCTL4	SLC22A14
GAPDL15	GAPDHP70
FRZB	FRZB
INO80F	TFPT
HCMOGT-1	SPECC1
LOC100419692	LOC100419692
CATSPER2	CATSPER2
CUEDC1	CUEDC1
ULIP4	DPYSL4
CLDN8	CLDN8
hsa-mir-297	MIR297
FE65L1	APBB2
dGK	DGUOK
RPL35AP33	RPL35AP33
VEGFD	FIGF
E2F6	E2F6
BBOX	BBOX1
CD2BP1L	PSTPIP1
ZNF96P1	ZSCAN12P1
LOC644006	LOC644006
G7c	VWA7
KRM1	KREMEN1
C3orf50	EGFEM1P
dJ1085F17.3	COMMD7
EGLN3	EGLN3
HRAD21	RAD21
MGLUR1	GRM1
PACS-2	PACS2
SPG19	SPG19
DAP6	DAXX
CKR-11	ACKR4
UFS1	HPSE2
LOC101928173	LOC101928173
GRM4	GRM4
TRIM64	TRIM64
ENT1	SLC29A1
PHASII	EIF4EBP2
GPM6B	GPM6B
RRAGD	RRAGD
IL-27	IL27
TRIM60P5Y	TRIM60P5Y
KRTAP3.3	KRTAP3-3
PAGE5	PAGE5
RPL15P1	RPL15P1
Kcn1	KCNA10
np65	NPTN
AIM2	AIM2
PGAM1P10	PGAM1P10
DNAPTP2	RNF149
DFNB28	TRIOBP
GMP	NT5C2
BASS2	POGK
RGPD8	RGPD8
FREAC4	FOXD1
CPETRL2	CLDN7
LOC102724192	LOC102724192
STAM-1	STAM
IFITMD6	TMEM91
TUBG1P	TUBG1P
OR7E109P	OR7E109P
LOC100127938	LOC100127938
C20orf53	RPF2P1
Mgn	HELT
TMEM141	TMEM141
DTWD1	DTWD1
LOC100507477	LOC100507477
ARID4B	ARID4B
FGFR3P5	FGFR3P5
RPS10_3_844	RPS10P15
LOC102725498	LOC102725498
PROML1	PROM1
DKFZp434D177-like	NBPF5P
OR10J7P	OR10J7P
MIG-6	ERRFI1
LOC101027084	LOC101027084
IFRG28	RTP4
hsa-mir-6502	MIR6502
PTK9P	TWF1P1
RNA5SP299	RNA5SP299
TRNAP-CGG	TRNAP-CGG
MIR6511A4	MIR6511A4
CFP	CFP
KRT25D	KRT28
HP95	PDCD6IP
DLX9	DLX4
cig42	IFIT2
T2R36	TAS2R36
hR-PTPu	PTPRM
CCT7-1P	CCT7P2
ZNF250	ZNF250
ZIZ2	DOCK11
LOC102724711	LOC102724711
LOC100131132	LOC100131132
MIRN136	MIR136
NAP1L4b	NAP1L4
OR19-134	OR7A15P
Siva-2	SIVA1
HB16	ATF2
XTP3TPA	DCTPP1
BSSP-4	PRSS22
MIR7977	MIR7977
PANK4	PANK4
C10orf121	NKX1-2
TRNAK13	TRNAK13
C1orf196	C1orf196
D11S366	DPAGT1
ASK1	MAP3K5
3110013H01Rik	CENPV
MORFL2	MORF4L2
LOC100421691	LOC100421691
C1orf13	NPL
AMAC1L2	SLC35G5
SH3PXD3C	SNX33
STAG3L2P	STAG3L2
LAS1	CASC1
TM4SF3	TSPAN8
LOC100505524	LOC100505524
TRV	TRNAV1
SPRYD3	SPRYD3
OR11-137	OR4S2
TSA903	UCK2
GAGEE3	PAGE2B
MAGED2	MAGED2
ANKRD55	ANKRD55
LOC102724858	LOC102724858
CDHR10	FAT3
ulnaless	KIAA1715
hsa-mir-6877	MIR6877
FEPS	TRPA1
APLCC	COX7B
COA3	COA3
LOC102724437	LOC102724437
hsa-mir-6742	MIR6742
BAF-L	BANF2
MOP-2	SLC7A7
FAM108A11P	ABHD17AP1
DNCI2	DYNC1I2
U4BL	RNU4-1
LRP-8	LRP8
IGHV3-50	IGHV3-50
VN1R6P	VN1R6P
POF2	DIAPH2
LOC100418538	LOC100418538
HEAB	CLP1
LOC441241	LOC441241
SP192	GPBP1L1
C1orf116	C1orf116
asw	C2orf49
LOC100507480	LOC100507480
C1orf169	APOBEC4
CT34	DKKL1
CDC8	DTYMK
BMPR3	BMPR2
TMEM90B	SYNDIG1
HCLAP	SLC29A3
OR7H2P	OR7H2P
COXPD17	ELAC2
LOC100420177	LOC100420177
C3orf78	SMIM4
D1	BBS9
OFD1P12Y	OFD1P12Y
CORD15	CDHR1
CYP3A	CYP3A4
ATPIC	ATP8B1
ADPRT	PARP1
CEAP11	BLOC1S2
CD72b	CD72
miRNA150	MIR150
P15-2	NXT2
PRAMEF1	PRAMEF1
RSPH9	RSPH9
LOC100506504	LOC100506504
TMEM168	TMEM168
CYPIIC8	CYP2C8
LOC102723948	LOC102723948
LOC102723719	LOC102723719
CD40bp	TRAF3
AMHR	AMHR2
IL10A	IL10
AES-2	AES
O-FABP	FABP3
dJ377H14.6	HCG9P5
mTERF1	MTERF
NDFIP1	NDFIP1
TNR	TNR
SIAT7D	ST6GALNAC4
DV1	IFT81
CUTA	CUTA
LINC00687	LINC00687
USP44	USP44
SDR32C2	DHRS7C
PIRC93	PIRC93
T2R6	TAS2R6P
CRSP8	MED27
MONDOB	MLXIPL
IWS1	IWS1
SULT1C4	SULT1C4
SSTR5	SSTR5
SFRP1	SFRP1
hPat1b	PATL1
SH120	GPR89A
GOLT1B	GOLT1B
GPR41	FFAR3
NACAP4	NACAP4
H4F5REL	SERF2
cig33	RSAD2
LOC101927865	LOC101927865
LOC100419045	LOC100419045
slp5	SYTL5
ICAM5	ICAM5
LOC402641	LOC402641
PAPOLB	PAPOLB
LOC389405	LOC389405
RPL22P4	RPL22P4
BC-2	CHMP2A
IFNBR	IFNAR1
P53CSV	TRIAP1
LOC101928427	LOC101928427
LOC100128127	LOC100128127
RPL21_9_206	RPL21P36
V2-18P	IGLV3-26
RAFI63	TAF1B
EEF1G	EEF1G
ARMC8P1	ARMC8P1
K2p18.1	KCNK18
PSCP	BRCA1
SMAD5	SMAD5
FT1	AKTIP
Vma5	ATP6V1C1
ZNRF1	ZNRF1
Lag	STMN1
CRIP1P4	CRIP1P4
TRAJ27	TRAJ27
NSR1	SCARF2
LOC102723694	LOC102723694
dJ526I14.2	TTLL12
RPS10_5_1013	RPS10P17
MMDK	MMDK
LOC101927587	LOC101927587
IGKV137	IGKV1-37
MIR490	MIR490
CESK1	CCT8L2
CTC-454M9.1	MEF2C-AS1
HNRPH2	HNRNPH2
SNORA36C	SNORA36C
ERVH48-1	ERVH48-1
EGR-3	EGR3
TEKTIN-T	TEKT2
DSPA3	IFITM10
CKRL1	CCR8
ZHC32	ZNF121
LIPT2	LIPT2
CT4.7	GAGE12G
RN5S31	RNA5SP31
MIR3118-1	MIR3118-1
ZNF638	ZNF638
RPMS22	MRPS22
bA145L22	ZFP57
pp9099	PLEKHO2
MUC-1/SEC	MUC1
CT16.6	PAGE3
SALM3	LRFN4
PINK1	PINK1
VPS33A	VPS33A
SKIP	SPHKAP
SPG63	AMPD2
LOC102723422	LOC102723422
LOC100129395	LOC100129395
TCRBV10S1	TRBV10-1
STX2B	STX2
LERGU	GPER1
Rpo1-2	POLR1B
TACC2	TACC2
LOC149684	LOC149684
NMDAR2D	GRIN2D
HSD17B1	HSD17B1
RN5S444	RNA5SP444
OR11-61	OR52N1
WDF1	WDFY1
C2orf26	SOWAHC
MIR1321	MIR1321
SLC7A6	SLC7A6
KCNK14	KCNK15
RN5S114	RNA5SP114
METRS	MARS
DEFB27	DEFB127
ILVASC	CLDN1
CD85l	LILRP1
TUBL2	TULP2
RBJ	DNAJC27
IGLON2	NTM
BLP1	TM2D2
RPL30BP	RSL24D1P1
HSPC001	TMEM59
ZNF794	SALL1
UTP17	WDR75
ZC3HDC7	ZC3H7A
RNU7-142P	RNU7-18P
MIRN642	MIR642A
IGHVII151	IGHVII-15-1
HYI-AS1	HYI-AS1
RTT	MECP2
CCDC46	CEP112
HK1-ta	HK1
DYT10	PRRT2
O14	IGKV1-37
SNAR-C4	SNAR-C4
LOC101929598	LOC101929598
CXC-R7	ACKR3
H2A.Z-2	H2AFV
LOC101929147	LOC101929147
TRNAD9	TRNAD9
TBX3-ISO	TBX3
KIR1.1	KCNJ1
TAF9B	TAF9B
C18orf12	C18orf12
NSG-X	SND1-IT1
RNU108	SNORA62
